"Survey Component (SVY_COMP_LABEL)","Geographic Area Name (NAME)","Year (YEAR)","Aggregate Description (AGG_DESC)","Meaning of Aggregate Description (AGG_DESC_LABEL)","Type of Government (GOVTYPE_LABEL)","Amount Formatted (AMOUNT_FORMATTED)"
"Annual Survey of School System Finance","Indiana","2016","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","1.9"
"Annual Survey of School System Finance","Indiana","2017","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","1.7"
"Annual Survey of School System Finance","Indiana","2018","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","1.7"
"Annual Survey of School System Finance","Indiana","2012","FST","Revenue from federal sources Total (%)","State and Local ","9.0"
"Annual Survey of School System Finance","Indiana","2013","FST","Revenue from federal sources Total (%)","State and Local ","8.2"
"Annual Survey of School System Finance","Indiana","2014","FST","Revenue from federal sources Total (%)","State and Local ","7.7"
"Annual Survey of School System Finance","Indiana","2015","FST","Revenue from federal sources Total (%)","State and Local ","7.6"
"Annual Survey of School System Finance","Indiana","2016","FST","Revenue from federal sources Total (%)","State and Local ","7.6"
"Annual Survey of School System Finance","Indiana","2017","FST","Revenue from federal sources Total (%)","State and Local ","7.4"
"Annual Survey of School System Finance","Indiana","2018","FST","Revenue from federal sources Total (%)","State and Local ","7.5"
"Annual Survey of School System Finance","Indiana","2012","LSCT","Revenue from local sources Charges (%)","State and Local ","2.9"
"Annual Survey of School System Finance","Indiana","2013","LSCT","Revenue from local sources Charges (%)","State and Local ","2.8"
"Annual Survey of School System Finance","Indiana","2014","LSCT","Revenue from local sources Charges (%)","State and Local ","2.7"
"Annual Survey of School System Finance","Indiana","2015","LSCT","Revenue from local sources Charges (%)","State and Local ","2.7"
"Annual Survey of School System Finance","Indiana","2016","LSCT","Revenue from local sources Charges (%)","State and Local ","2.7"
"Annual Survey of School System Finance","Indiana","2017","LSCT","Revenue from local sources Charges (%)","State and Local ","2.8"
"Annual Survey of School System Finance","Indiana","2018","LSCT","Revenue from local sources Charges (%)","State and Local ","2.6"
"Annual Survey of School System Finance","Indiana","2012","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","2.5"
"Annual Survey of School System Finance","Indiana","2013","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","2.5"
"Annual Survey of School System Finance","Indiana","2014","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","2.5"
"Annual Survey of School System Finance","Indiana","2015","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","2.5"
"Annual Survey of School System Finance","Indiana","2016","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","2.5"
"Annual Survey of School System Finance","Indiana","2017","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","2.5"
"Annual Survey of School System Finance","Indiana","2018","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","2.6"
"Annual Survey of School System Finance","Indiana","2012","LST","Revenue from local sources Total (%)","State and Local ","29.5"
"Annual Survey of School System Finance","Indiana","2013","LST","Revenue from local sources Total (%)","State and Local ","29.2"
"Annual Survey of School System Finance","Indiana","2014","LST","Revenue from local sources Total (%)","State and Local ","29.5"
"Annual Survey of School System Finance","Indiana","2015","LST","Revenue from local sources Total (%)","State and Local ","29.5"
"Annual Survey of School System Finance","Indiana","2016","LST","Revenue from local sources Total (%)","State and Local ","30.2"
"Annual Survey of School System Finance","Indiana","2017","LST","Revenue from local sources Total (%)","State and Local ","30.1"
"Annual Survey of School System Finance","Indiana","2018","LST","Revenue from local sources Total (%)","State and Local ","29.7"
"Annual Survey of School System Finance","Indiana","2012","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","20.5"
"Annual Survey of School System Finance","Indiana","2013","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","20.2"
"Annual Survey of School System Finance","Indiana","2014","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","20.5"
"Annual Survey of School System Finance","Indiana","2015","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","20.6"
"Annual Survey of School System Finance","Indiana","2016","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","20.6"
"Annual Survey of School System Finance","Indiana","2017","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","20.5"
"Annual Survey of School System Finance","Indiana","2018","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","20.8"
"Annual Survey of School System Finance","Indiana","2012","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","51.3"
"Annual Survey of School System Finance","Indiana","2013","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","52.0"
"Annual Survey of School System Finance","Indiana","2014","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","53.3"
"Annual Survey of School System Finance","Indiana","2015","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","53.1"
"Annual Survey of School System Finance","Indiana","2016","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","52.7"
"Annual Survey of School System Finance","Indiana","2017","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","53.0"
"Annual Survey of School System Finance","Indiana","2018","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","52.9"
"Annual Survey of School System Finance","Indiana","2012","SST","Revenue from state sources Total (%)","State and Local ","61.5"
"Annual Survey of School System Finance","Indiana","2013","SST","Revenue from state sources Total (%)","State and Local ","62.6"
"Annual Survey of School System Finance","Indiana","2014","SST","Revenue from state sources Total (%)","State and Local ","62.8"
"Annual Survey of School System Finance","Indiana","2015","SST","Revenue from state sources Total (%)","State and Local ","62.8"
"Annual Survey of School System Finance","Indiana","2016","SST","Revenue from state sources Total (%)","State and Local ","62.2"
"Annual Survey of School System Finance","Indiana","2017","SST","Revenue from state sources Total (%)","State and Local ","62.6"
"Annual Survey of School System Finance","Indiana","2018","SST","Revenue from state sources Total (%)","State and Local ","62.8"
"Annual Survey of School System Finance","Indiana","2012","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Indiana","2013","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Indiana","2014","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Indiana","2015","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Indiana","2016","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Indiana","2017","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Indiana","2018","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Iowa","2012","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","1.6"
"Annual Survey of School System Finance","Iowa","2013","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","1.6"
"Annual Survey of School System Finance","Iowa","2014","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","1.4"
"Annual Survey of School System Finance","Iowa","2015","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","1.4"
"Annual Survey of School System Finance","Iowa","2016","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","1.4"
"Annual Survey of School System Finance","Iowa","2017","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","1.4"
"Annual Survey of School System Finance","Iowa","2018","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","1.4"
"Annual Survey of School System Finance","Iowa","2012","FST","Revenue from federal sources Total (%)","State and Local ","8.5"
